Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Age_Income,Experience_Level
0.4463504035345031,1,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,1,1,-0.6605306743650393,Female,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,-0.10834951351067117,0.7260199409380492,2.1251359240839385,Y,-1.1505541015749308,-0.42623001504290287,-1.584178240646517,80,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,-0.04836184907825517,0.02402021619733352
1.3223652142096962,0,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,1,2,0.2546249253678617,Male,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,-0.29171858995657424,1.4888761391146892,-0.6780493930322936,Y,2.1293060069870897,2.346151056253851,1.1914379855160337,80,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,-0.3857585156968758,0.009864192561069891
0.008342998196906572,1,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,1,4,1.1697805251007627,Male,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9376536912260358,-1.6748408610979753,1.3242258334793007,Y,-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,80,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-0.007822843055221608,0.030581284813775006
-0.42966440714069,0,1.4614661806180305,-0.7641208792270812,1.0617867539482457,1,5,1.1697805251007627,Female,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7636336754564013,1.2432105837696696,-0.6780493930322936,Y,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,80,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0.3281062104376407,0.022878466424812893
-1.0866755151470848,0,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,1,7,-1.5756862740979403,Male,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,-0.6448581091374443,0.3258998974213038,2.5255909693862573,Y,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,80,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.7007515179437074,0.0355626895417052
-0.5391662584750891,0,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,1,8,1.1697805251007627,Male,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.7298495698307945,-0.34419928329096944,-1.0785044383346125,Y,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,80,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.3935102618153228,0.022743334434825825
2.4173837275536876,0,1.2928872289449382,-0.7641208792270812,0.08504925188071055,1,10,0.2546249253678617,Female,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.814416073220678,-0.6112270608399039,0.523315742874663,Y,1.3093409798465847,2.346151056253851,-1.584178240646517,80,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,-1.9687561628618395,-0.005943780861923961
-0.7581699611438873,0,1.3771767047814845,1.827157989468953,-1.8684257522543597,1,11,1.1697805251007627,Male,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8095290642308104,-0.1374635670938734,-0.6780493930322936,Y,1.855984331273588,2.346151056253851,-0.6589728319256667,80,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.613760619172721,0.07045469584126803
0.11784484953130571,0,-1.4539580424342708,1.7037637576262845,0.08504925188071055,1,12,1.1697805251007627,Male,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.6423375630633446,-0.7766437419846911,-1.0785044383346125,Y,1.5826626555600865,2.346151056253851,-0.6589728319256667,80,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,0.07569617346750543,0.009199752468645888
-0.10115885313749257,0,1.230909673182772,2.197340684996958,0.08504925188071055,1,13,0.2546249253678617,Male,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.2689833742211031,0.31817014596593995,1.3242258334793007,Y,-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,80,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.02721004964925977,-0.04062984617552023
